PetID,cute_val
0008c5398,0.5498269616666666
000a290e4,0.43700817999999997
000fb9572,0.44073149166666664
0011d7c25,0.3841046733333333
00156db4a,0.413811772
001a1aaad,0.43784380500000003
001b1507c,0.4096240849999999
002230dea,0.383118305
002278114,0.4879407115384616
0025a8313,0.47893359999999996
0038234c6,0.5790221466666666
0038c9343,0.303875164
003dd2e26,0.23545274666666663
0045ed62a,0.37169881666666665
004709939,0.44633300000000004
004a26127,0.498656915
004c2f355,0.28345307
0052dcf47,0.4573210933333334
00553ae55,0.4849020900000001
0058586f1,0.4579120566666666
005afe792,0.4507971572727273
005bb92d8,0.45405054
0063bd7e0,0.216780625
0063f83c9,0.5044997674999999
00648f96f,0.355879155
006610fe3,0.31136408
006d301e9,0.5226441825
006ffebaf,0.434206646
00709d75b,0.35148373
0073c33d0,0.61520356
007bc1db4,0.37784964200000004
007ffeccd,0.5733165729999999
00904fc2c,0.462095025
0090eb457,0.3304794175
009239f92,0.33626429
00a1a8af4,0.36590811666666667
00a1f270a,0.39620655200000005
00ac364a4,0.64815074
00af25fc0,0.42019740999999994
00b00d5c1,0.29239875
00b23513e,0.600351562
00be0a63e,0.43831595666666673
00bfa5da9,0.254204973
00c19f4fa,0.4918699
00c71a320,0.45379997
00e50c7a7,0.5941212333333333
00eca0391,0.356044996
00eced1f0,0.28388086
00f3a3993,0.47069558625
00f63c6fc,0.27607974
00f997463,0.37804638800000007
010a59236,0.44423289761904766
0111f92ff,0.35499892600000005
011350faf,0.26746604
01142a354,0.5392262980000001
01186c9fc,0.40641180000000005
0118db3a8,0.19880661
011a11cda,0.44859421
01231c438,0.488254176
012a1a396,0.44435720700000003
0133b0214,0.6041556
0133b2a29,0.463017954
013527aeb,0.38571241
0142670c8,0.42338934500000003
0143edd0a,0.5388296
0146f6d2c,0.48190546
0149d04e7,0.41206908750000004
014ce5783,0.62704227
0154e0f7b,0.48618575333333336
01573c686,0.412648942
015770429,0.5857454275
0157cf3a4,0.48121419000000004
015b8b722,0.41559123750000004
015c353ce,0.42740613666666666
015c75c9e,0.59711486
015da0878,0.6878975274999999
015da9e87,0.43000024400000003
015fdb354,0.400512666
01603d6e2,0.44204355800000006
0162634c2,0.4127354333333333
0164a9cfb,0.5123482471428572
016dcf8d4,0.3488755616666667
0173c456c,0.4555835322222222
0178fe2f7,0.46631581750000006
017d966eb,0.529778768
017eda6dc,0.3091616025
01802debf,0.34615367333333336
018188075,0.537035538
018cb4eaf,0.18930581
018e4d193,0.59281875
01919fe72,0.32933044999999994
01928bd13,0.5194516425
01958f464,0.26527944249999996
01a07b591,0.350245446
01a7b719c,0.34153984400000004
01a985b44,0.47400537
01ac09f2a,0.41794126800000003
01b167b92,0.5469893
01b26743c,0.426505134
01b3356f5,0.49640984
01b8e6c14,0.48953822
01ba4e94d,0.6676831
01ba86830,0.4886116
01bcfcde8,0.5653472775
01c202740,0.41812696722222226
01c3c09df,0.37364492
01c62e03b,0.323392622
01c6d3224,0.324405038
01c7411ef,0.4838099
01ce66bd5,0.485658428
01d0a7f3f,0.4437293675
01d646ea8,0.41875482
01d981c81,0.36916135750000006
01da89f29,0.41630556799999996
01dac4b22,0.2853391
01dc16c21,0.5985284133333333
01dd8880a,0.37721112888888886
01e4020da,0.41690571
01e410583,0.41606493050000004
01e517961,0.28627775
01e5d357f,0.502204732
01e5e057b,0.42782134
01e6a888d,0.45322026000000004
01e78230b,0.276083825
01e93552a,0.46560683
01ecd8b66,0.4501415100000001
01f4746ef,0.623407635
01f976ec9,0.594883038
020cd1d50,0.40438860000000004
020fbbc9d,0.57444735
0211e2f2d,0.4244194833333333
02126e289,0.48868570599999994
021b0b7bd,0.49216634
021c24928,0.395496065
021cb10fb,0.48673937
022429d5c,0.39343400400000006
022606901,0.32833112400000003
022b37ea0,0.3206685628571429
022d2d16e,0.39119448
02387e247,0.40553029999999995
023979a33,0.464144915
02401db5e,0.4041517875000001
0243911ea,0.419931075
0244298a9,0.5269972166666667
02468e968,0.301301416
024bc29f1,0.36617785
0256cac2b,0.4308333
02612ab95,0.5095242725
026c202c6,0.454280535
026c5716f,0.4345483233333333
026ebf139,0.6255966
027c23f6b,0.44359818500000003
02868b720,0.708322372
0286dd665,0.5421669
028d42a4b,0.43613826333333333
0291e8ca0,0.3562948420000001
029469d58,0.3189794266666667
029641a1a,0.47187070333333336
029b05087,0.417466652
029c248a5,0.281074432
029e79030,0.5176232000000001
02a084920,0.59756166
02a13b2cb,0.16757361999999998
02a2a622c,0.5619619071428571
02a8e44b1,0.46609263333333334
02adb269f,0.37927653250000004
02af3813e,0.335935415
02c39fd73,0.38152027499999996
02c40b53c,0.48340339
02c7d1b74,0.41127462
02cd64831,0.3937938
02cf14499,0.31770545
02d6020a9,0.648380585
02d644003,0.340124865
02d66a1be,0.51732373
02d9e61ca,0.6437952575
02e072cbd,0.34436314
02e51a9e2,0.430720962
02eb29707,0.386566745
02f31f1ba,0.5297649360000001
02f37d829,0.32238226999999997
02f63f8ff,0.5357501675
02f7300db,0.27217073999999997
02f89bdcb,0.3800402666666667
02fee7295,0.29724834
030387828,0.36216034999999996
0306e85dd,0.3860507
0308c9eda,0.36829345333333335
030f32f08,0.40561247666666667
03188ecad,0.385997755
031a01c36,0.55178039
031a0e45a,0.4206191525
0322aa5b0,0.47873792
032aefa61,0.27030258
0338fcdaf,0.31427430333333334
0340ac5f7,0.48457078000000003
034259113,0.63748
035992662,0.6512532
035ff37c6,0.4176918
036af6df3,0.5092665053846154
036c684d3,0.5688785099999999
036e015d2,0.26882984
037464956,0.5919575125000001
037b1c131,0.4553355575
038d06218,0.397116758
03926867a,0.20261057999999998
0392c0c81,0.35099374
039509c40,0.31638628750000003
039fea576,0.4018617
03a3fb084,0.2947734
03a694927,0.6417404
03a92a94f,0.5166426
03aae5768,0.265984665
03ae93b48,0.33620793
03b0568b3,0.4291500220000001
03c1e47b4,0.3713199933333333
03c323fcf,0.47492856333333333
03c49f5aa,0.36253393000000006
03c6478b9,0.48365587
03cdd9324,0.5266120750000001
03d59fc21,0.59810816
03db2966b,0.3595556833333333
03e429963,0.5253226766666667
03e5bf50b,0.3780963925
03ea48efa,0.54205733
03edf613f,0.24215383333333332
03f0fc32f,0.4165681621428571
03f130f5f,0.24660586333333334
03f217352,0.49944619
03f48e12b,0.43254115400000004
03f65bdd3,0.46093384400000004
03f8a64fe,0.24225155
040736f83,0.4396386
040a9a6f9,0.5403471
040b028f1,0.42481619
0415fa071,0.403476088
041cf403e,0.4434801371428571
041dd606f,0.41287357799999996
0428af8ea,0.4423040157142858
042b1e55f,0.38335708
042dfb970,0.519174146
0434520ef,0.3689571079999999
04372b78d,0.330072144
04391c798,0.30147603600000006
043d8c534,0.2658238
0443d6f82,0.572055696
044548f89,0.3880623475
045543730,0.520500985
0459c7bb7,0.37084785
045d9a498,0.29937607
046256943,0.2951113925
046d3a9d9,0.4569001666666667
046dcb8fb,0.48631854249999995
047514286,0.5391765983333334
047c20d1a,0.42348684000000003
048519a46,0.4659614425
048cd8bc0,0.44438418999999996
048df7861,0.62951591125
0490c8df1,0.57356346
0493336f7,0.26488626
0497c5ed8,0.4495767333333333
0497f7012,0.48982541333333335
0499e1ea8,0.19594648
04a30a9ea,0.36670329999999995
04a555b91,0.297828525
04a5f717a,0.34311819
04a6267e4,0.50086449
04aa54436,0.6115880499999999
04af86059,0.42819131666666665
04b073592,0.534608912
04b5f77c0,0.4136857
04bad9310,0.44299719833333334
04c4a7493,0.5233974299999999
04c9a643d,0.430333096
04d25d8a7,0.4724406325
04d4ce3a4,0.21709916910000002
04dc94c39,0.3783495266666666
04e7d89c0,0.6845375
04e829d49,0.3000697
04e966b1c,0.6398307
04ea19d2b,0.55450139
04eda1e46,0.34014827
04f7eafde,0.62610194
04f8947f3,0.6280001539999999
050277142,0.4199516875
050afc987,0.334765474
0510cacd0,0.311441675
0510d2767,0.323435218
052160ae6,0.5187006910714287
05252b175,0.49875400000000003
0529ad4d9,0.53964709
052b0ada8,0.28839963666666674
052c95a93,0.6469083
05312ba72,0.1797162
0532bf9d3,0.34662914
053d121b8,0.46723971666666664
05486faf5,0.46633151500000003
05492e461,0.48473481000000007
054f35a8c,0.50829149
055825f1c,0.33159178333333333
056437112,0.58832264
056768390,0.45758285249999997
056bb97e4,0.412339022
056bf1b17,0.4964883666666666
056cc22d2,0.46302038
057e5347f,0.5399139933333333
058394848,0.4211949141666666
058d37dda,0.29023712599999996
058f21441,0.5349544
05935bf08,0.2896478533333333
0594ed847,0.32660046499999995
0597b1859,0.526760226
059a68bf0,0.45798549749999995
059baa037,0.41790652
059cfed40,0.31198322
059d8d91f,0.374462375
05a05d562,0.31256474333333334
05a839a89,0.4879523833333334
05aad3b3f,0.5244705966666666
05aaee8ce,0.3829592625
05ab54e3c,0.45846259250000004
05abbab5e,0.29410635
05bb80312,0.6902301
05bbc9111,0.4022379828571428
05bde54cc,0.4381877
05c46d875,0.46991611499999997
05d10428c,0.36007902
05d2022eb,0.409462525
05d3e4d55,0.6044201819999999
05d8b5a9d,0.49729464
05dc47bda,0.477876794
05e3bc1ae,0.41967126499999996
05f00d521,0.5236194
05f84991b,0.4558942250000001
05f99fc56,0.28044197499999995
05fadeacd,0.69951046
05fb5b403,0.45614806
05febeea3,0.47618913
0602a34f3,0.40904175000000004
0605aab21,0.45894591399999995
060b52c3b,0.45794634785714283
060d1de98,0.25986025
060e4ed30,0.37433693
061378b30,0.26708871
0617d9287,0.3062063
061f6b476,0.48341740999999994
062633cb1,0.29008153666666664
0627105f6,0.467344385
06296e4e2,0.48359340333333334
062b387cf,0.355013105
062de1f53,0.645038566
062e2772c,0.43210532999999995
062f73a4b,0.34006453
0632ba05a,0.36586811199999997
0633474d9,0.339798403
063495ecd,0.40331745
063521459,0.33916348250000006
0636650db,0.5544245
0637293ec,0.5478732566666666
06395bb8d,0.4633092
063d8c58b,0.378960055625
063e2d021,0.35340898
064217ca4,0.34239253000000003
064425a21,0.5122627999999999
0644da7d9,0.42859074
0658597c9,0.4786952257142857
065906a54,0.33464372
0659c05d5,0.3343004666666667
06634513c,0.6558458
066498aa1,0.40658129000000004
066521b34,0.4787649375
06666dc09,0.44736439666666666
067cacbb5,0.37970032400000003
067d0ccd3,0.47054514999999997
067f49481,0.624679566
0690278af,0.3904394
06904db12,0.42324665
069064d1d,0.4354371325
0691034ac,0.39658483
069762ec2,0.30370635
0697d76d2,0.43527205333333335
069fc79d6,0.505127828
06abc52ac,0.3703444
06adfc154,0.2460616825
06afa3c64,0.49658682777777774
06b533b04,0.6145118
06bf9e676,0.3202165
06bfadf29,0.3592864125
06c5ddbd6,0.36373369499999997
06c724ada,0.28961129599999996
06cc44fad,0.39146778
06cd6c623,0.5692805566666667
06daf9c05,0.34026588142857145
06db81e31,0.4888521
06dd351e6,0.33738895333333335
06df96299,0.41311323499999997
06ecc204f,0.349976984
06ed12b93,0.35799289333333334
06ee33d56,0.44363658333333333
06f523361,0.30881300800000006
06fb72c12,0.4339268857142858
06fda20a2,0.35724977
070014779,0.5201195833333333
070faf086,0.41463200000000006
07102e682,0.35525164
07128a0d8,0.365374152
0714145e6,0.48351775999999996
071753413,0.40115204000000004
0719de933,0.42717082
07218c870,0.5898227
0722660e0,0.33873118333333335
07227963b,0.577770064
072ae6d9e,0.20179470500000002
072bb91b4,0.28181029333333335
073484a7d,0.49597105999999996
0737e4f11,0.3238968160000001
073f265c3,0.5478285850000001
074042a24,0.3768907266666666
07417927d,0.32310276
074d26284,0.72337465
0753ad1cd,0.49137967363636376
07558410c,0.542783288
07638746f,0.6734828525
076a67405,0.44976416
076d6f830,0.56699617
076e5c59d,0.4619339
076ec7e18,0.72423184
077001793,0.42749193
07877aea7,0.2889564
078a26f06,0.643913415
078bf7e5a,0.5566779199999999
078fb1715,0.5959319533333333
07914c759,0.4143762071428571
0792dbfa4,0.421734276
079332bdc,0.69593984
079565e72,0.46262220333333337
079785984,0.479089704
079f5f1e4,0.63951784
07a3f2bd1,0.32610918333333333
07ae95ddc,0.3011116925
07b2a1416,0.357411025
07b6336e5,0.47041494
07b9322e2,0.43883095666666666
07b994326,0.5152636166666666
07bd5a7a9,0.45285657
07c284733,0.6302651
07cc0ce27,0.544650561
07cf7d230,0.39874759749999994
07cfb3380,0.4460217
07d2a9eff,0.45292357
07dd9a0a5,0.29793866
07e427e0c,0.323141678
07e6b5eae,0.5543911499999999
07eb56db1,0.51179135
07ee26c3c,0.296117116
07ee44cb8,0.5231319425
08006836a,0.426288404
08037d4bc,0.61705834
08048fee2,0.42634789500000003
0806f9e3f,0.31816263
081199ea2,0.35355135769230767
081301773,0.5333079716666665
0819ac2f6,0.33608083
081c0a12d,0.6295532325
081c2daa0,0.59755559
081f88f27,0.3111853
0820696a3,0.510239385
0822c54d5,0.6137945100000001
0822db812,0.369085265
08267e916,0.28280694666666667
082838f84,0.490579
082a9b790,0.4640165990000001
082b9a2de,0.338527172
082c6dee3,0.5579695400000001
0833744e6,0.3203077
083687ba1,0.33057626
083787e4a,0.2084033775
083f50328,0.43032202
08428917f,0.31625434999999996
08438c720,0.46846862499999997
084874570,0.319378045
084b7e7eb,0.5010347157142857
084e4c05b,0.49866025
084e59fdc,0.52998354
